kind,make_slug,make_name,model_slug,model_name,body_types,countries,regions,global_popularity_decile,aliases,former_ids
car,rolls-royce,Rolls-Royce,black-badge-cullinan,Black Badge Cullinan,sedan,ca|nl|th|ua,as|eu|na,8.0,,
car,rolls-royce,Rolls-Royce,black-badge-ghost,Black Badge Ghost,sedan,ca|nl,eu|na,10.0,,
car,rolls-royce,Rolls-Royce,black-badge-spectre,Black Badge Spectre,coupe,nl|ua,eu,9.0,,
car,rolls-royce,Rolls-Royce,camargue,Camargue,sedan,nl|nz|us,eu|na|oc,7.0,,
car,rolls-royce,Rolls-Royce,cloud,Cloud,sedan,nl|nz,eu|oc,7.0,,
car,rolls-royce,Rolls-Royce,corniche,Corniche,convertible,ca|fi|gb|nl|nz|us,eu|na|oc,5.0,,
car,rolls-royce,Rolls-Royce,corniche-2,Corniche 2,convertible,nl|nz,eu|oc,9.0,,
car,rolls-royce,Rolls-Royce,cullinan,Cullinan,sedan,ca|de|es|gb|my|nl|nz|th|ua|us,as|eu|na|oc,7.0,,
car,rolls-royce,Rolls-Royce,cullinan-black-badge,Cullinan Black Badge,sedan,ca|nl|us,eu|na,5.0,,
car,rolls-royce,Rolls-Royce,dawn,Dawn,convertible,ca|gb|lu|my|nl|nz|us,as|eu|na|oc,6.0,,
car,rolls-royce,Rolls-Royce,dawn-black-badge,Dawn Black Badge,hatchback,ca|us,na,,,
car,rolls-royce,Rolls-Royce,flying-spur,Flying Spur,sedan,gb|nl|nz|us,eu|na|oc,9.0,,
car,rolls-royce,Rolls-Royce,ghost,Ghost,sedan,ca|fi|gb|my|nl|nz|th|ua|us,as|eu|na|oc,6.0,,
car,rolls-royce,Rolls-Royce,ghost-black-badge,Ghost Black Badge,sedan,ca|nl|th|us,as|eu|na,9.0,,
car,rolls-royce,Rolls-Royce,ghost-ewb,Ghost Ewb,sedan,ca|nl|us,eu|na,8.0,,
car,rolls-royce,Rolls-Royce,ghost-extended,Ghost Extended,hatchback,ca|th|us,as|na,8.0,,
car,rolls-royce,Rolls-Royce,park-ward,Park Ward,sedan,ca|gb|nl|us,eu|na,9.0,,
car,rolls-royce,Rolls-Royce,phantom,Phantom,sedan,ca|fi|gb|lu|my|nl|nz|th|ua|us,as|eu|na|oc,6.0,,
car,rolls-royce,Rolls-Royce,phantom-1,Phantom 1,convertible,ar|nl|nz,eu|oc|sa,9.0,,
car,rolls-royce,Rolls-Royce,phantom-2,Phantom 2,hatchback,nl|nz,eu|oc,9.0,,
car,rolls-royce,Rolls-Royce,phantom-drophead,Phantom Drophead,convertible,ca|my|nl|us,as|eu|na,8.0,,
car,rolls-royce,Rolls-Royce,phantom-ewb,Phantom Ewb,sedan,ca|nl|us,eu|na,10.0,,
car,rolls-royce,Rolls-Royce,phantom-extended,Phantom Extended,hatchback,ca|th|us,as|na,10.0,,
car,rolls-royce,Rolls-Royce,phantom-i,Phantom I,sedan,nl|nz,eu|oc,8.0,,
car,rolls-royce,Rolls-Royce,royce,Royce,sedan,gb|nl|nz,eu|oc,8.0,,
car,rolls-royce,Rolls-Royce,seraph,Seraph,sedan,nl|nz,eu|oc,9.0,,
car,rolls-royce,Rolls-Royce,silver,Silver,sedan,nl|nz,eu|oc,8.0,,
car,rolls-royce,Rolls-Royce,silver-cloud,Silver Cloud,sedan,fi|nl|nz|th,as|eu|oc,6.0,,
car,rolls-royce,Rolls-Royce,silver-cloud-1,Silver Cloud 1,sedan,nl|nz,eu|oc,8.0,,
car,rolls-royce,Rolls-Royce,silver-cloud-11,Silver Cloud 11,sedan,nl|nz,eu|oc,10.0,,
car,rolls-royce,Rolls-Royce,silver-cloud-2,Silver Cloud 2,sedan,fi|nl,eu,9.0,,
car,rolls-royce,Rolls-Royce,silver-cloud-3,Silver Cloud 3,sedan,fi|nl|nz,eu|oc,9.0,,
car,rolls-royce,Rolls-Royce,silver-cloud-i,Silver-Cloud I,sedan,fi|nl,eu,8.0,,
car,rolls-royce,Rolls-Royce,silver-dawn,Silver Dawn,sedan,ca|gb|nl|nz|us,eu|na|oc,7.0,,
car,rolls-royce,Rolls-Royce,silver-ghost,Silver Ghost,convertible,fi|nl|nz,eu|oc,7.0,,
car,rolls-royce,Rolls-Royce,silver-seraph,Silver Seraph,sedan,ca|gb|nl|nz|us,eu|na|oc,7.0,,
car,rolls-royce,Rolls-Royce,silver-shadow,Silver Shadow,sedan,es|fi|gb|lu|nl|nz|ua,eu|oc,7.0,,car/rolls-royce/silvershadow
car,rolls-royce,Rolls-Royce,silver-shadow-1,Silver Shadow 1,sedan,nl|nz,eu|oc,9.0,,
car,rolls-royce,Rolls-Royce,silver-shadow-2,Silver Shadow 2,sedan,fi|nl|nz,eu|oc,9.0,,
car,rolls-royce,Rolls-Royce,silver-shadow-i,Silver Shadow I,sedan,fi|nl|nz,eu|oc,8.0,,
car,rolls-royce,Rolls-Royce,silver-shadow-lwb,Silver Shadow Lwb,sedan,nl|nz,eu|oc,8.0,,
car,rolls-royce,Rolls-Royce,silver-spirit,Silver Spirit,sedan,ca|fi|gb|nl|nz|ua|us,eu|na|oc,6.0,,
car,rolls-royce,Rolls-Royce,silver-spirit-2,Silver Spirit 2,sedan,nl|nz,eu|oc,9.0,,
car,rolls-royce,Rolls-Royce,silver-spur,Silver Spur,sedan,ca|fi|gb|nl|nz|ua|us,eu|na|oc,6.0,,
car,rolls-royce,Rolls-Royce,silver-wraith,Silver Wraith,sedan,es|fi|nl|nz,eu|oc,7.0,,
car,rolls-royce,Rolls-Royce,spectre,Spectre,coupe,de|lu|my|nl|nz|th|ua|us,as|eu|na|oc,7.0,,
car,rolls-royce,Rolls-Royce,spirit,Spirit,hatchback,nz|us,na|oc,7.0,,
car,rolls-royce,Rolls-Royce,wraith,Wraith,coupe,ca|es|fi|gb|lu|my|nl|nz|ua|us,as|eu|na|oc,6.0,,
car,rolls-royce,Rolls-Royce,wraith-black-badge,Wraith Black Badge,hatchback,ca|us,na,,,
car,rover,Rover,10,10,hatchback,nl|nz,eu|oc,7.0,,car/rover/10-hp
car,rover,Rover,100,100,sedan,fi|gb|nl|nz,eu|oc,5.0,,car/rover/100-series
car,rover,Rover,109,109,hatchback|wagon,nl|nz,eu|oc,10.0,,
car,rover,Rover,110,110,sedan,nl|nz,eu|oc,5.0,,
car,rover,Rover,114,114,hatchback,lu|nl|nz,eu|oc,6.0,,
car,rover,Rover,12,12,convertible,nl|nz,eu|oc,6.0,,car/rover/12hp
car,rover,Rover,14,14,sedan|wagon,nl|nz,eu|oc,9.0,,
car,rover,Rover,16,16,sedan,nl|nz,eu|oc,7.0,,
car,rover,Rover,200,200,hatchback,fi|gb|nl|nz,eu|oc,4.0,,car/rover/200-series
car,rover,Rover,2000,2000,sedan,fi|gb|lu|nl|nz,eu|oc,5.0,,car/rover/2000-sc|car/rover/2000-series|car/rover/2000-tc|car/rover/tc-2000
car,rover,Rover,214,214,hatchback,nl|nz|ua,eu|oc,6.0,,car/rover/214-i
car,rover,Rover,216,216,convertible,nl|nz|ua,eu|oc,5.0,,car/rover/216-sli
car,rover,Rover,218,218,hatchback,fi|lu,eu,9.0,,
car,rover,Rover,220,220,coupe,nl|nz,eu|oc,4.0,,car/rover/220-turbo
car,rover,Rover,2200,2200,sedan,fi|nl|nz,eu|oc,5.0,,car/rover/2200-tc
car,rover,Rover,2300,2300,hatchback,nl|nz,eu|oc,7.0,,car/rover/2300-s|car/rover/2300s
car,rover,Rover,25,25,hatchback,fi|gb|nl|nz|ua,eu|oc,5.0,,
car,rover,Rover,2600,2600,hatchback,fi|nl|nz,eu|oc,6.0,,car/rover/2600-automatic|car/rover/2600-s|car/rover/2600-van-den-plas|car/rover/2600s|car/rover/2600se
car,rover,Rover,3-5-litre,3.5 Litre,sedan,fi|gb|nl|nz,eu|oc,5.0,,
car,rover,Rover,3-litre,3 Litre,sedan,gb|nl|nz,eu|oc,5.0,,
car,rover,Rover,3500,3500,sedan,fi|nl|nz,eu|oc,3.0,,car/rover/3500-auto|car/rover/3500-s|car/rover/3500-sdi|car/rover/3500-van-den-plas|car/rover/3500-vanden-plas|car/rover/3500-vitesse|car/rover/3500s
car,rover,Rover,35l,35L,sedan,nl|nz,eu|oc,10.0,,
car,rover,Rover,400,400,sedan,fi|gb|nl|nz|ua,eu|oc,5.0,,car/rover/400-series
car,rover,Rover,414,414,hatchback,nz|ua,eu|oc,10.0,,
car,rover,Rover,416,416,hatchback,nl|nz|ua,eu|oc,5.0,,car/rover/416-si|car/rover/416-sli
car,rover,Rover,420,420,sedan,nl|nz|ua,eu|oc,8.0,,car/rover/420-d
car,rover,Rover,45,45,sedan,fi|gb|nl|nz|ua,eu|oc,5.0,,
car,rover,Rover,60,60,sedan,gb|nl,eu,7.0,,
car,rover,Rover,600,600,suv,fi|gb|nl|nz,eu|oc,5.0,,car/rover/600-series
car,rover,Rover,618,618,sedan,nl|nz,eu|oc,8.0,,
car,rover,Rover,620,620,sedan,fi|nl|nz|ua,eu|oc,7.0,,car/rover/620-si
car,rover,Rover,75,75,sedan,es|fi|gb|lu|nl|nz|ua,eu|oc,5.0,,car/rover/p4-75
car,rover,Rover,80,80,sedan,fi|gb|nl,eu,8.0,,
car,rover,Rover,800,800,coupe,gb|nl|nz,eu|oc,6.0,,car/rover/800-series
car,rover,Rover,820,820,sedan,nl|nz,eu|oc,7.0,,
car,rover,Rover,825,825,sedan,nl|nz,eu|oc,6.0,,car/rover/825i
car,rover,Rover,827,827,coupe,fi|nl|nz|ua,eu|oc,7.0,,car/rover/827-sterling
car,rover,Rover,90,90,sedan,gb|nl|nz,eu|oc,5.0,,
car,rover,Rover,95,95,sedan,gb|nl|nz,eu|oc,5.0,,
car,rover,Rover,mark,Mark,hatchback,fi|nl|nz,eu|oc,9.0,,
car,rover,Rover,metro,Metro,hatchback,gb|nl|nz,eu|oc,8.0,,
car,rover,Rover,mini,Mini,hatchback,fi|gb|lu|nl|nz|th,as|eu|oc,5.0,,
car,rover,Rover,mini-cooper,Mini Cooper,sedan,es|fi|nl|nz,eu|oc,6.0,,car/rover/mini-cooper-1-3i
car,rover,Rover,mini-mk,Mini Mk,sedan,fi|nl,eu,5.0,,
car,rover,Rover,mini-mkii,Mini Mkii,sedan,fi|nl,eu,6.0,,
car,rover,Rover,p2,P2,sedan,nl|nz,eu|oc,9.0,,
car,rover,Rover,p4,P4,sedan,nl|nz,eu|oc,9.0,,
car,rover,Rover,p6,P6,sedan,nl|nz,eu|oc,10.0,,
car,rover,Rover,range-rover-auto,Range Rover Auto,hatchback|wagon,nl|nz,eu|oc,8.0,,
car,rover,Rover,range-rover-efi,Range Rover Efi,hatchback|wagon,nl|nz,eu|oc,8.0,,
car,rover,Rover,range-rover-efi-auto,Range Rover Efi Auto,hatchback|wagon,nl|nz,eu|oc,8.0,,
car,rover,Rover,range-rover-hse,Range Rover Hse,hatchback|wagon,nl|nz,eu|oc,8.0,,
car,rover,Rover,range-rover-vogue,Range Rover Vogue,hatchback,nl|nz,eu|oc,10.0,,
car,rover,Rover,sd1,SD1,sedan,gb|nl|nz,eu|oc,6.0,,
car,rover,Rover,sterling,Sterling,sedan,gb|nl|nz,eu|oc,6.0,,
car,rover,Rover,streetwise,Streetwise,hatchback,gb|nl,eu,5.0,,
car,rover,Rover,van-den-plas,Van Den Plas,hatchback,fi|nl|nz,eu|oc,5.0,,car/rover/vanden-plas
car,rover,Rover,vitesse,Vitesse,sedan,gb|lu|nl|nz,eu|oc,6.0,,
car,saab,Saab,9-2x,9-2X,hatchback|wagon,ca|nl|us,eu|na,10.0,,car/saab/9-2x-wagon
car,saab,Saab,9-3,9-3,convertible,ca|es|fi|gb|lu|nl|nz|ua|us,eu|na|oc,3.0,,car/saab/9-3-1-8t|car/saab/9-3-aero|car/saab/9-3-aero-sportsedan|car/saab/9-3-arc|car/saab/9-3-linear|car/saab/9-3-linear-sportcom|car/saab/9-3-linearplus-spor|car/saab/9-3-se|car/saab/9-3-sport|car/saab/9-3-sportcombi|car/saab/9-3-sportsedan|car/saab/9-3-turbo|car/saab/9-3-turbo-x|car/saab/9-3-vector|car/saab/9-3-viggen|car/saab/9-3x|car/saab/9-3x-2-0t-xwd
car,saab,Saab,9-4-x,9-4 X,hatchback|wagon,fi|nl|us,eu|na,5.0,,car/saab/9-4x|car/saab/9-4x-premium|car/saab/94x
car,saab,Saab,9-5,9-5,hatchback|wagon,ca|es|fi|gb|lu|nl|nz|ua|us,eu|na|oc,4.0,,car/saab/9-5-2-3ts|car/saab/9-5-aero|car/saab/9-5-aero-2|car/saab/9-5-linear|car/saab/9-5-linear-sportcom|car/saab/9-5-s|car/saab/9-5-se|car/saab/9-5-se-4d-2-0t|car/saab/9-5-sportcombi|car/saab/9-5-vector|car/saab/9-5-wagon|car/saab/95-aero
car,saab,Saab,9-7-x,9-7 X,hatchback|wagon,ca|fi|nl|ua|us,eu|na,6.0,,car/saab/9-7x|van/saab/9-7x
car,saab,Saab,90,90,sedan,fi|gb|nl,eu,5.0,,
car,saab,Saab,900,900,convertible,ca|es|fi|gb|lu|nl|nz|ua|us,eu|na|oc,4.0,,car/saab/900-c|car/saab/900-i|car/saab/900-i-16v|car/saab/900-s|car/saab/900-s-turbo|car/saab/900-se|car/saab/900-se-turbo|car/saab/900-t-16|car/saab/900-t-16-s|car/saab/900-t16|car/saab/900-ts|car/saab/900-turbo|car/saab/900i|car/saab/900i-16v|car/saab/900s|car/saab/900se|car/saab/900t
car,saab,Saab,9000,9000,hatchback,ca|es|fi|gb|lu|nl|nz|ua|us,eu|na|oc,5.0,,car/saab/9000-aero|car/saab/9000-cd|car/saab/9000-cde|car/saab/9000-cs|car/saab/9000-cse|car/saab/9000-turbo|car/saab/9000-turbo-16v
car,saab,Saab,92,92,sedan,fi|nl,eu,7.0,,car/saab/92-b|car/saab/92-de-luxe
car,saab,Saab,93,93,convertible,nl|nz,eu|oc,4.0,,
car,saab,Saab,95,95,hatchback|wagon,fi|gb|nl|nz,eu|oc,6.0,,car/saab/95-v4
car,saab,Saab,96,96,sedan,es|fi|gb|lu|nl|nz|ua,eu|oc,7.0,,car/saab/96-gl|car/saab/96-v4|car/saab/96l|car/saab/96v4
car,saab,Saab,99,99,sedan,fi|gb|nl|nz|ua,eu|oc,5.0,,car/saab/99-ems|car/saab/99-turbo|car/saab/99gl|car/saab/99l
car,saab,Saab,sonett,Sonett,coupe,es|fi|gb|nl|nz,eu|oc,7.0,,car/saab/97-sonett|car/saab/sonet|car/saab/sonett-3|car/saab/sonett-v4|car/saab/sonnett
car,saab,Saab,v4,V4,sedan,nl|nz,eu|oc,9.0,,
car,sachsenring,Sachsenring,trabant,Trabant,hatchback,nl|nz,eu|oc,9.0,,
car,saturn,Saturn,astra,Astra,hatchback,ca|nl|us,eu|na,10.0,,
car,saturn,Saturn,aura,Aura,hatchback,ca|us,na,,,
car,saturn,Saturn,ion,Ion,hatchback,ca|us,na,,,
car,saturn,Saturn,l100-200,L100/200,hatchback,ca|us,na,,,
car,saturn,Saturn,l200,L200,hatchback,ca|us,na,,,
car,saturn,Saturn,l300,L300,hatchback,ca|us,na,,,
car,saturn,Saturn,ls,LS,hatchback,ca|us,na,,,
car,saturn,Saturn,outlook,Outlook,hatchback,ca|nl|us,eu|na,10.0,,
car,saturn,Saturn,relay,Relay,hatchback,ca|us,na,,,
car,saturn,Saturn,sc,Sc,hatchback,ca|us,na,,,
car,saturn,Saturn,sc2,SC2,coupe,nl|nz,eu|oc,9.0,,
car,saturn,Saturn,sky,Sky,convertible,ca|nl|nz|us,eu|na|oc,8.0,,
car,saturn,Saturn,sky-roadster,Sky Roadster,convertible,nl|ua,eu,10.0,,
car,saturn,Saturn,sl,SL,hatchback,ca|us,na,,,
car,saturn,Saturn,vue,Vue,hatchback,ca|nl|ua|us,eu|na,9.0,,
car,scion,Scion,fr-s,Fr-S,coupe,ca|nl|ua|us,eu|na,7.0,,
car,scion,Scion,ia,Ia,hatchback,ua|us,eu|na,8.0,,
car,scion,Scion,im,Im,hatchback,ca|ua|us,eu|na,7.0,,
car,scion,Scion,iq,iQ,hatchback,ca|ua|us,eu|na,10.0,,
car,scion,Scion,tc,Tc,coupe,ca|fi|nl|ua|us,eu|na,8.0,,car/toyota/scion-tc
car,scion,Scion,xa,Xa,hatchback|wagon,nl|ua|us,eu|na,8.0,,car/toyota/xa
car,scion,Scion,xb,Xb,hatchback|wagon,ca|fi|nl|ua|us,eu|na,8.0,,car/toyota/scion-xb
car,scion,Scion,xd,XD,hatchback,ca|ua|us,eu|na,9.0,,
car,seat,SEAT,127,127,hatchback,es|nl,eu,8.0,,car/seat/127-sport
car,seat,SEAT,600,600,sedan,es|nl,eu,8.0,Seiscientos|Seílla,
car,seat,SEAT,800,800,sedan,fi|nl,eu,9.0,,
car,seat,SEAT,alhambra,Alhambra,mpv,es|fi|gb|lu|nl|nz|ua,eu|oc,3.0,,
car,seat,SEAT,altea,Altea,mpv,es|fi|gb|lu|nl|ua,eu,2.0,,car/seat/altea-4-freetrack|car/seat/altea-freetrack
car,seat,SEAT,arona,Arona,suv,de|es|fi|gb|ie|lu|nl|nz|ua,eu|oc,2.0,,
car,seat,SEAT,arosa,Arosa,hatchback,fi|gb|lu|nl|ua,eu,5.0,,
car,seat,SEAT,ateca,Ateca,suv,de|es|fi|gb|ie|lu|nl|nz|ua,eu|oc,2.0,,
car,seat,SEAT,cordoba,Cordoba,sedan,es|fi|gb|lu|nl|nz|ua,eu|oc,6.0,Córdoba,
car,seat,SEAT,exeo,Exeo,sedan|wagon,es|fi|gb|lu|nl|ua,eu,4.0,,
car,seat,SEAT,ibiza,Ibiza,hatchback,de|es|fi|gb|ie|lu|nl|nz|ua,eu|oc,2.0,,car/seat/ibiza-cupra
car,seat,SEAT,leon,Leon,hatchback|wagon,de|es|fi|gb|ie|lu|nl|nz|ua,eu|oc,2.0,León,car/seat/leon-1|car/seat/leon-cupra|car/seat/leon-sc|car/seat/leon-sportourer|car/seat/leon-x-perience
car,seat,SEAT,malaga,Malaga,sedan,fi|gb|nl|ua,eu,9.0,Málaga|Gredos,
car,seat,SEAT,marbella,Marbella,hatchback,fi|gb|nl|ua,eu,8.0,,
car,seat,SEAT,mii,Mii,hatchback,es|fi|gb|lu|nl|ua,eu,4.0,,
car,seat,SEAT,tarraco,Tarraco,suv,es|fi|gb|ie|lu|nl|nz|ua,eu|oc,4.0,,
car,seat,SEAT,toledo,Toledo,sedan,es|fi|gb|lu|nl|ua,eu,3.0,,
car,shelby,Shelby,cobra,Cobra,convertible,nl|nz,eu|oc,9.0,,
car,shineray,Shineray,ex5,EX5,hatchback,gb,eu,5.0,,
car,simca,Simca,1000,1000,sedan,fi|gb|nl|nz,eu|oc,8.0,,
car,simca,Simca,1000-gl,1000 GL,sedan,nl|nz,eu|oc,9.0,,
car,simca,Simca,1000-ls,1000 LS,sedan,fi|nl,eu,7.0,,
car,simca,Simca,1000-special,1000 Special,hatchback,es|nl|nz,eu|oc,9.0,,
car,simca,Simca,1100,1100,hatchback|wagon,fi|gb|nl|nz,eu|oc,8.0,,
car,simca,Simca,1100-grand-luxe-super,1100 Grand Luxe Super,hatchback,fi|nl,eu,8.0,,
car,simca,Simca,1200,1200,sedan,gb|nl,eu,10.0,,
car,simca,Simca,1300,1300,sedan,gb|nl,eu,9.0,,
car,simca,Simca,1301,1301,sedan,fi|gb|nl,eu,9.0,,
car,simca,Simca,1500,1500,sedan,fi|gb|nl,eu,9.0,,
car,simca,Simca,1501,1501,sedan|wagon,gb|nl|nz,eu|oc,9.0,,
car,simca,Simca,1501-special,1501 Special,sedan,nl|nz,eu|oc,8.0,,
car,simca,Simca,ariane,Ariane,sedan,fi|nl|nz,eu|oc,8.0,,
car,simca,Simca,aronde,Aronde,sedan,fi|nl,eu,6.0,,
car,simca,Simca,chambord,Chambord,hatchback,nl|nz,eu|oc,10.0,,
car,simca,Simca,etoile,Etoile,hatchback,nl|nz,eu|oc,9.0,,
car,simca,Simca,vedette,Vedette,hatchback,fi|nz,eu|oc,7.0,,
car,simca,Simca,vedette-beaulieu,Vedette Beaulieu,sedan,fi|nl,eu,9.0,,
car,singer,Singer,1500,1500,hatchback,gb|nl|nz,eu|oc,10.0,,
car,singer,Singer,bantam,Bantam,hatchback,nl|nz,eu|oc,9.0,,
car,singer,Singer,chamois,Chamois,hatchback,fi|gb|nl|nz,eu|oc,9.0,,
car,singer,Singer,gazelle,Gazelle,convertible,gb|nl|nz,eu|oc,5.0,,
car,singer,Singer,hunter,Hunter,hatchback,fi|gb|nz,eu|oc,8.0,,
car,singer,Singer,junior,Junior,suv,nl|nz,eu|oc,7.0,,
car,singer,Singer,le-mans,Le Mans,convertible,nl|nz,eu|oc,6.0,,
car,singer,Singer,nine,Nine,convertible,nl|nz,eu|oc,8.0,,
car,singer,Singer,roadster,Roadster,convertible,nl|nz,eu|oc,5.0,,
car,singer,Singer,sm-roadster,Sm Roadster,convertible,nl|nz,eu|oc,10.0,,
car,singer,Singer,sm1500,SM1500,hatchback,nl|nz,eu|oc,10.0,,
car,singer,Singer,sport,Sport,hatchback,nl|nz,eu|oc,7.0,,
car,singer,Singer,sports,Sports,convertible,nl|nz,eu|oc,10.0,,
car,singer,Singer,vogue,Vogue,hatchback,gb|nz,eu|oc,5.0,,
car,singer,Singer,vogue-series,Vogue Series,sedan,nl|nz,eu|oc,10.0,,
car,skoda,Škoda,100,100,sedan,fi|gb|nl|nz|ua,eu|oc,9.0,,car/skoda/s100
car,skoda,Škoda,105,105,sedan,fi|gb|nl,eu,8.0,,
car,skoda,Škoda,110,110,hatchback,fi|gb|nz,eu|oc,10.0,,car/skoda/s110
car,skoda,Škoda,110-l,110 L,sedan,fi|nl|nz,eu|oc,6.0,,car/skoda/110l|car/skoda/s110l
car,skoda,Škoda,1100,1100,hatchback,nl|nz,eu|oc,10.0,,
car,skoda,Škoda,1100-mb,1100 MB,sedan,nl|nz,eu|oc,10.0,,
car,skoda,Škoda,1102,1102,sedan,fi|nl,eu,6.0,,
car,skoda,Škoda,110r,110R,coupe,fi|nl|nz,eu|oc,6.0,,
car,skoda,Škoda,120,120,hatchback,fi|gb|nz,eu|oc,7.0,,
car,skoda,Škoda,120-gls,120 GLS,sedan,fi|nl,eu,10.0,,
car,skoda,Škoda,120-l,120 L,sedan,fi|nl|nz,eu|oc,7.0,,car/skoda/120l
car,skoda,Škoda,120-ls,120 LS,sedan,fi|nl|nz,eu|oc,8.0,,
car,skoda,Škoda,1200,1200,hatchback,fi|nl,eu,8.0,,
car,skoda,Škoda,1202,1202,hatchback,fi|nl,eu,10.0,,
car,skoda,Škoda,130,130,hatchback,fi|gb,eu,7.0,,
car,skoda,Škoda,440,440,hatchback,nl|nz,eu|oc,10.0,,
car,skoda,Škoda,citigo,Citigo,hatchback,es|fi|gb|lu|nl|nz|ua,eu|oc,3.0,,
car,skoda,Škoda,elroq,Elroq,suv,de|es|fi|gb|ie|lu|nl|nz,eu|oc,2.0,,car/skoda/elroq-85x|car/skoda/elroq-edition
car,skoda,Škoda,enyaq,Enyaq,suv,de|es|fi|gb|ie|lu|nl|nz|ua,eu|oc,2.0,,car/skoda/enyaq-50|car/skoda/enyaq-80x|car/skoda/enyaq-85x
car,skoda,Škoda,epiq,Epiq,hatchback|wagon,de|es|nl,eu,9.0,,
car,skoda,Škoda,fabia,Fabia,hatchback|wagon,de|es|fi|gb|ie|lu|nl|nz|ua,eu|oc,1.0,,car/skoda/fabia-1|car/skoda/fabia-1-2tsi|car/skoda/fabia-combi
car,skoda,Škoda,favorit,Favorit,hatchback,fi|gb|nl|ua,eu,5.0,,
car,skoda,Škoda,felicia,Felicia,hatchback,fi|gb|nl|nz|ua,eu|oc,4.0,,car/skoda/felica
car,skoda,Škoda,forman,Forman,hatchback|wagon,fi|nl|ua,eu,6.0,,
car,skoda,Škoda,kamiq,Kamiq,suv,de|es|fi|gb|ie|lu|nl|nz|ua,eu|oc,2.0,,
car,skoda,Škoda,karoq,Karoq,suv,de|es|fi|gb|ie|lu|nl|nz|ua,eu|oc,1.0,,
car,skoda,Škoda,kodiaq,Kodiaq,suv,de|es|fi|gb|ie|lu|nl|nz|ua,eu|oc,1.0,,
car,skoda,Škoda,octavia,Octavia,hatchback|wagon,de|es|fi|gb|ie|lu|nl|nz|ua,eu|oc,1.0,,car/skoda/octavia-a5|car/skoda/octavia-a7|car/skoda/octavia-combi|car/skoda/octavia-scout|car/skoda/octavia-super|car/skoda/octavia-tour
car,skoda,Škoda,rapid,Rapid,sedan,es|fi|gb|lu|nl|nz|ua,eu|oc,2.0,,car/skoda/spaceback
car,skoda,Škoda,roomster,Roomster,hatchback,es|fi|gb|lu|nl|nz|ua,eu|oc,3.0,,
car,skoda,Škoda,scala,Scala,hatchback,de|es|fi|gb|ie|lu|nl|nz|ua,eu|oc,2.0,,
car,skoda,Škoda,superb,Superb,sedan|wagon,de|es|fi|gb|ie|lu|nl|nz|ua,eu|oc,1.0,,car/skoda/suberb
car,skoda,Škoda,yeti,Yeti,suv,es|fi|gb|lu|nl|nz|ua,eu|oc,2.0,,
car,skywell,Skywell,be11,BE11,hatchback,fi|nl,eu,8.0,,
car,skywell,Skywell,et5,ET5,hatchback,fi|nl|ua,eu,9.0,,
car,skyworth,Skyworth,k,K,hatchback,fi|nz,eu|oc,10.0,,
car,smart,Smart,1,#1,hatchback,de|es|fi|gb|lu|nl|nz|ua,eu|oc,4.0,,car/smart/1-premium|car/smart/1-pro
car,smart,Smart,3,#3,hatchback,de|es|fi|lu|nl|nz|ua,eu|oc,5.0,,
car,smart,Smart,5,#5,hatchback,de|es|fi|lu|nl|nz|ua,eu|oc,5.0,,
car,smart,Smart,brabus,Brabus,convertible,my|nl|nz,as|eu|oc,6.0,,
car,smart,Smart,cabrio,Cabrio,convertible,nl|nz|ua,eu|oc,8.0,,
car,smart,Smart,city,City,hatchback,fi|gb|nl|nz|ua,eu|oc,6.0,,
car,smart,Smart,coupe,Coupe,hatchback,nz|ua,eu|oc,6.0,,
car,smart,Smart,crossblade,Crossblade,convertible,gb|nl,eu,8.0,,
car,smart,Smart,electric-drive,Electric Drive,coupe,lu|nl,eu,5.0,,
car,smart,Smart,eq-forfour,EQ Forfour,sedan,es|fi|lu|nl|ua,eu,4.0,,
car,smart,Smart,eq-fortwo,EQ Fortwo,coupe,es|fi|lu|nl|ua|us,eu|na,4.0,,
car,smart,Smart,forfour,Forfour,hatchback,es|fi|gb|lu|nl|nz|ua,eu|oc,3.0,,
car,smart,Smart,forfour-brabus,Forfour Brabus,sedan|wagon,es|fi|lu|nl,eu,6.0,,
car,smart,Smart,forfour-ed,Forfour Ed,sedan,fi|nl|ua,eu,6.0,,
car,smart,Smart,fortwo,Fortwo,hatchback,ca|de|es|fi|gb|lu|nl|nz|ua|us,eu|na|oc,3.0,,car/smart/for-two
car,smart,Smart,fortwo-brabus,Fortwo Brabus,hatchback,es|lu,eu,9.0,,
car,smart,Smart,fourtwo,Fourtwo,hatchback,es|fi,eu,10.0,,
car,smart,Smart,mc01,MC01,convertible,fi|nl|ua,eu,4.0,,car/smart/mc-01
car,smart,Smart,mcc,Mcc,convertible,fi|nl|ua,eu,7.0,,
car,smart,Smart,mcc-smart,Mcc Smart,hatchback,fi|nl,eu,9.0,,
car,smart,Smart,passion,Passion,hatchback,fi|ua,eu,9.0,,
car,smart,Smart,roadster,Roadster,convertible,es|fi|gb|lu|nl|nz|ua,eu|oc,4.0,,
car,smart,Smart,roadster-brabus,Roadster Brabus,convertible,fi|nl,eu,5.0,,
car,smart,Smart,roadster-coupe,Roadster-Coupe,convertible,fi|lu|nl,eu,5.0,,
car,spartan,Spartan,sports,Sports,convertible,nl|nz,eu|oc,9.0,,
